date,close,volume,open,high,low
2011/07/19,68.54,6547845,68.09,68.73,67.75
2011/07/20,68.49,5706332,68.86,68.87,68.28
2011/07/21,66.17,26296180,67.31,67.31,64.79
2011/07/22,65.76,10476110,66.18,66.25,65.24
2011/07/25,64.37,14143950,65.2,65.38,64.27
2011/07/26,64.07,12524080,64.65,64.65,64.01
2011/07/27,63.86,12885760,64.09,64.44,63.79
2011/07/28,63.89,6830369,64.15,64.4,63.88
2011/07/29,64.04,8711565,63.81,64.21,63.55
2011/08/01,63.86,7995438,64.22,64.43,63.45
2011/08/02,63.18,8047680,63.61,63.7599,63.18
2011/08/03,64.48,11796830,63.34,64.585,63.18
2011/08/04,63.35,15199400,64.43,65.09,63.2
2011/08/05,64.67,18773580,64.14,65.48,63.48
2011/08/08,62.97,20122590,64.17,64.91,62.88
2011/08/09,63.09,27331870,63.51,63.89,60.614
2011/08/10,60.32,21683450,62.58,62.89,60.1
2011/08/11,62.87,14646550,60.41,63.59,60.41
2011/08/12,63.18,8807518,63.3,63.57,62.56
2011/08/15,63.57,7025088,63.49,63.75,63.17
2011/08/16,63.76,6745254,63.17,64.06,62.85
2011/08/17,64.62,7567089,63.77,64.78,63.68
2011/08/18,63.09,12011040,63.82,64.56,62.5
2011/08/19,62.07,13211240,62.57,63.15,61.85
2011/08/22,61.92,8212439,62.79,62.79,61.77
2011/08/23,63.48,7627634,62.15,63.48,62.1
2011/08/24,63.7,6788194,63.37,63.75,63.03
2011/08/25,63.02,13773340,63.77,63.92,62.75
2011/08/26,63.16,12273210,63.35,63.52,62
2011/08/29,64.16,18822510,63.71,64.21,63.54
2011/08/30,64.52,7967428,63.97,64.91,63.65
2011/08/31,64.43,8353457,64.13,64.75,64.01
2011/09/01,64.15,5985943,64.38,64.88,64.1
2011/09/02,63.3,5787405,63.63,64.11,63.18
2011/09/06,62.45,8217087,61.75,62.58,61.52
2011/09/07,61.62,14913130,62.98,62.99,61.18
2011/09/08,61.34,11827060,61.42,61.49,61.1
2011/09/09,59.99,14830170,61.07,61.2,59.68
2011/09/12,60.14,11252850,59.4,60.24,59.25
2011/09/13,60.54,9467833,60.3,60.93,60.12
2011/09/14,61.58,10602770,60.86,62.16,60.275
2011/09/15,63.22,18664250,62.08,63.59,60.98
2011/09/16,62.05,16665780,63.06,63.06,61.58
2011/09/19,60.56,13584440,61.12,61.19,60
2011/09/20,60.39,9627848,60.66,61.38,60.29
2011/09/21,60.79,14349280,61.64,62.01,60.74
2011/09/22,60.92,16339040,60,61.19,59.59
2011/09/23,60.34,11138860,60.59,60.79,59.65
2011/09/26,61.89,10309980,60.75,62.04,60.73
2011/09/27,62.43,7989555,62.72,63.13,62.23
2011/09/28,61.97,7052812,62.61,63.31,61.86
2011/09/29,62.58,6608185,62.74,63.12,61.95
2011/09/30,61.9,7405527,62.37,62.99,61.85
2011/10/03,60.29,10571670,61.59,62.2,60.24
2011/10/04,60.45,11389340,59.72,60.56,58.5
2011/10/05,60.29,9193035,60.15,60.34,59.33
2011/10/06,60.57,8017237,59.96,60.61,59.48
2011/10/07,61.02,7898252,60.98,61.56,60.6
2011/10/10,61.87,5985398,61.66,61.93,61.37
2011/10/11,60.95,10257510,61.57,61.82,60.51
2011/10/12,62.7,13783030,62.37,63.62,62
2011/10/13,62.36,6882647,62.19,62.49,62.01
2011/10/14,62.24,8736498,62.73,62.75,61.79
2011/10/17,61.89,5094303,61.86,62.62,61.8
2011/10/18,62.41,7355534,62.02,62.81,61.67
2011/10/19,62.11,5717517,62.4,62.76,62.02
2011/10/20,62.12,6209595,62.28,62.46,61.89
2011/10/21,62.28,10695710,62.57,62.88,62
2011/10/24,62.1,7489268,62.3,62.5,61.75
2011/10/25,61.82,9195354,62.37,62.57,61.71
2011/10/26,62.01,7587166,62.07,62.16,61.5
2011/10/27,62.88,11068410,62.91,63.06,62.17
2011/10/28,63.2,8075493,63.24,63.47,62.76
2011/10/31,62.95,9350443,62.59,63.58,62.59
2011/11/01,62.23,11376210,62.11,62.6,61.89
2011/11/02,62.41,7001881,62.68,62.785,62.15
2011/11/03,62.8,7677108,62.47,62.85,62.13
2011/11/04,61.99,6307353,62.5,62.53,61.67
2011/11/07,62.5,5016377,61.99,62.536,61.5607
2011/11/08,63.66,8730163,62.61,63.75,62.32
2011/11/09,62.28,6836531,62.94,63.13,62.07
2011/11/10,62.96,5707823,62.65,63.2601,62.29
2011/11/11,63.28,4929079,63.28,63.5,63.11
2011/11/14,62.8,3985075,63.19,63.23,62.5
2011/11/15,64.5,14943440,63.12,64.92,63.09
2011/11/16,65.09,17885640,64.43,66.65,64.28
2011/11/17,64.09,13516460,64.9,65.0872,63.2
2011/11/18,63.89,10347970,64.05,64.14,63.04
2011/11/21,63.15,6963712,63.21,63.74,63.05
2011/11/22,63.18,4744787,62.89,63.54,62.88
2011/11/23,62.4,5385856,62.83,62.96,62.25
2011/11/25,62.49,2893423,62.7,62.91,62.4
2011/11/28,62.99,5456844,62.7,63.55,62.58
2011/11/29,63.66,6407324,63.09,64.01,63
2011/11/30,64,10017660,64.39,64.61,63.67
2011/12/01,64.09,7684871,64.27,64.47,63.83
2011/12/02,64.28,6571581,64.44,64.7,64.1462
2011/12/05,64.4,5600848,64.69,64.77,64.09
2011/12/06,64.65,5989579,64.6,65.04,64.151
2011/12/07,64.91,5638202,64.45,65.17,64.2271
2011/12/08,64.33,5168080,64.54,65.14,64.22
2011/12/09,65.19,6346294,64.44,65.4,64.42
2011/12/12,64.66,5828345,65.1,65.24,63.89
2011/12/13,64.28,4940760,64.95,65.24,64.14
2011/12/14,63.98,5662930,64.41,64.67,63.93
2011/12/15,64.85,6391398,64.03,65.1,63.94
2011/12/16,64.71,8602589,65.28,65.4,64.62
2011/12/19,64.37,4942733,64.63,65.17,64.2
2011/12/20,65.53,4800046,64.8,65.71,64.62
2011/12/21,66.04,4979507,65.22,66.25,65.22
2011/12/22,66.04,3537142,66.03,66.42,65.92
2011/12/23,66.57,2625356,66.28,66.69,66.124
2011/12/27,66.38,2543655,66.47,66.78,66.315
2011/12/28,65.91,3179543,66.38,66.5,65.84
2011/12/29,66.54,2839792,65.97,66.63,65.96
2011/12/30,66.35,2632830,66.42,66.69,66.24
2012/01/03,66.4,5346803,66.86,67.1929,66.36
2012/01/04,66.74,6041679,66.41,66.835,66.12
2012/01/05,66.22,4891059,66.58,66.67,66.12
2012/01/06,65.39,6531170,66.27,66.27,65.29
2012/01/09,65.73,5858712,65.26,65.83,65.01
2012/01/10,65.66,4995961,65.98,66.05,65.47
2012/01/11,65.01,10467040,65,65.17,64.13
2012/01/12,64.62,5745583,65.1,65.18,64.47
2012/01/13,64.4,6676750,64.44,64.719,64.3
2012/01/17,64.65,7456868,64.76,65.09,64.6
2012/01/18,64.85,5372021,64.67,65.08,64.51
2012/01/19,65.91,8194791,65.14,66.05,64.95
2012/01/20,66.28,5538668,66.06,66.41,65.57
2012/01/23,66.1,5550936,65.92,66.15,65.3885
2012/01/24,66.2,4144341,65.96,66.32,65.94
2012/01/25,66.7,5131226,65.88,66.8,65.67
2012/01/26,66.52,5343527,66.62,66.96,66.35
2012/01/27,65.81,5832421,66.25,66.42,65.67
2012/01/30,65.41,5712247,65.6,65.6,65.16
2012/01/31,65.67,5834582,65.5,65.69,65.28
2012/02/01,66.38,6351008,65.99,66.5,65.86
2012/02/02,66.4,5124083,66.6,66.7,66.2
2012/02/03,66.66,6294710,66.88,66.9,66.3
2012/02/06,66.52,4914057,66.42,66.76,66.13
2012/02/07,66.76,5597793,66.27,66.98,66.14
2012/02/08,66.74,6020400,66.82,66.92,66.475
2012/02/09,64.27,25592060,64.86,64.9,63.81
2012/02/10,63.95,10702390,64.12,64.19,63.63
2012/02/13,63.69,9295098,64.01,64.19,63.38
2012/02/14,63.52,12622820,63.52,63.98,63.29
2012/02/15,63.07,9098796,63.34,63.6,62.92
2012/02/16,62.73,11455710,63.2,63.3,62.73
2012/02/17,62.68,14643610,62.57,62.76,62.33
2012/02/21,63.14,6581470,63.05,63.39,62.97
2012/02/22,63.1,5506273,63.16,63.29,63
2012/02/23,63.13,19029840,63.18,63.24,62.83
2012/02/24,63.31,16087830,63.15,63.52,63.15
2012/02/27,63.32,25456340,63.18,63.75,63.05
2012/02/28,63.32,6407198,63.53,63.69,63.03
2012/02/29,62.94,7013883,62.9,63.13,62.81
2012/03/01,62.55,7658941,63.05,63.05,62.44
2012/03/02,62.52,6011440,62.54,62.675,62.4
2012/03/05,62.79,5646006,62.5,62.98,62.43
2012/03/06,62.28,7176575,62.35,62.82,62.22
2012/03/07,62.62,7508930,62.33,62.74,62.15
2012/03/08,62.95,4398230,62.9,63.12,62.729
2012/03/09,63.15,4096019,62.96,63.32,62.9
2012/03/12,63.94,8097885,63.31,64.05,63.0138
2012/03/13,64.34,7442977,64.31,64.57,64.11
2012/03/14,64.06,6930041,64.2,64.63,63.95
2012/03/15,64.17,4734493,64,64.34,63.8
2012/03/16,64.47,8870344,64.23,64.5,64.1799
2012/03/19,64.73,6555892,64.32,64.88,64.27
2012/03/20,65.28,7676397,64.4,65.56,64.33
2012/03/21,65.36,6555490,65.28,65.58,65.05
2012/03/22,65.39,5148922,65.14,65.56,65.03
2012/03/23,65.3,5355959,65.45,65.76,65.28
2012/03/26,65.78,5211754,65.47,65.8,65.45
2012/03/27,66.01,5274704,65.85,66.19,65.61
2012/03/28,65.93,5833208,65.95,66.03,65.6
2012/03/29,66.02,6320653,65.85,66.02,65.53
2012/03/30,66.35,5949272,66.28,66.5,66.04
2012/04/02,66.74,5203789,66.26,66.75,66.21
2012/04/03,66.56,5108372,66.58,66.82,66.33
2012/04/04,66.34,4556444,66.23,66.5195,66.14
2012/04/05,66.15,5755735,66.04,66.21,65.7
2012/04/09,65.35,4526127,65.63,65.69,65.245
2012/04/10,64.85,5715689,65.19,65.35,64.79
2012/04/11,65.15,5376899,65.18,65.42,64.96
2012/04/12,65.38,5843009,65.06,65.495,64.64
2012/04/13,65.06,7412058,65.35,65.5,65.06
2012/04/16,65.99,7862574,65.13,66.39,65.13
2012/04/17,66.4,6696027,66.23,66.65,66.02
2012/04/18,66.21,5407810,66.1,66.31,66.05
2012/04/19,66.15,6531111,66.2,66.36,66
2012/04/20,66.63,7302442,66.17,66.74,66.1
2012/04/23,66.18,4944354,66.17,66.45,66.03
2012/04/24,66.51,5512462,66.33,66.84,66.27
2012/04/25,66.67,7056691,66.65,66.86,66.5
2012/04/26,66.37,7988594,66.5,66.77,66.22
2012/04/27,66.1,5962364,66.64,66.69,66.09
2012/04/30,66,5367482,65.97,66.25,65.77
2012/05/01,66.49,6593301,65.92,66.74,65.77
2012/05/02,66.83,5812280,66.52,66.92,66.41
2012/05/03,66.91,5821248,66.85,67,66.72
2012/05/04,65.9,6971448,66.86,66.9,65.87
2012/05/07,66.62,6909590,66.51,66.97,66.27
2012/05/08,66.52,6917564,66.25,66.7,66.17
2012/05/09,65.94,6013606,66.13,66.34,65.68
2012/05/10,66.79,8106139,66.17,67.19,66.17
2012/05/11,66.8,5113912,66.66,67.25,66.6
2012/05/14,67.15,7482703,66.57,67.45,66.32
2012/05/15,67.85,16062210,67.01,68.6,66.91
2012/05/16,68.75,12660450,68.37,69.07,68.24
2012/05/17,68.77,10532270,68.59,69.18,68.57
2012/05/18,68.12,11275650,68.44,68.45,67.56
2012/05/21,67.98,5500788,68.19,68.22,67.65
2012/05/22,68.08,5512406,67.91,68.5,67.82
2012/05/23,68,5530270,67.88,68.4,67.38
2012/05/24,68.81,15161810,68.18,68.905,67.9
2012/05/25,68.64,9372908,68.58,69.1,68.31
2012/05/29,69.33,10045700,68.5,69.34,68.44
2012/05/30,68.22,7549591,68.6,68.6,68.05
2012/05/31,67.85,10841120,68.14,68.59,67.67
2012/06/01,67.51,10516670,67.02,67.61,66.87
2012/06/04,67.48,6034146,67.46,67.65,67.05
2012/06/05,67,5607440,67.37,67.43,66.66
2012/06/06,67.49,5743021,67.32,67.66,67.04
2012/06/07,67.68,6388944,67.8,67.98,67.19
2012/06/08,68.31,3851796,67.75,68.41,67.6
2012/06/11,68.05,3874032,68.55,68.82,68.03
2012/06/12,68.4,5537628,68.25,68.5,68.04
2012/06/13,68.55,4964874,68.3,68.88,68.16
2012/06/14,69.27,5879871,68.67,69.66,68.58
2012/06/15,69.48,8814192,69.5,69.74,69.2
2012/06/18,69.6,4337573,69.42,69.75,69.4
2012/06/19,69.31,5340164,69.73,69.74,69.21
2012/06/20,68.91,8799265,69.14,69.24,68.294
2012/06/21,68.5,7056055,69.09,69.5,68.465
2012/06/22,68.7,5331221,68.64,69.05,68.64
2012/06/25,68.61,5120923,68.14,68.74,68.1
2012/06/26,68.94,6461707,68.55,69.13,68.3
2012/06/27,69.75,7550100,69.1,69.92,68.95
2012/06/28,69.6,6067182,69.52,69.82,69.11
2012/06/29,70.66,8882383,69.96,70.66,69.81
2012/07/02,70.76,6249489,70.34,70.79,70
2012/07/03,70.76,3377353,70.42,70.89,70.42
2012/07/05,70.17,4417084,70.5,70.55,70.06
2012/07/06,70.22,4579026,69.9,70.49,69.61
2012/07/09,69.99,4289007,70.13,70.43,69.69
2012/07/10,69.87,5074785,70.16,70.29,69.72
2012/07/11,70.13,6239172,69.75,70.28,69.6
2012/07/12,69.85,5632194,69.96,70.12,69.74
2012/07/13,70.41,4183794,69.99,70.5,69.85
2012/07/16,70.35,4543320,70.34,70.55,70.16
2012/07/17,70.33,5872275,70.63,70.84,69.57
2012/07/18,70.38,4221823,70.17,70.44,69.8
2012/07/19,70.42,4110883,70.36,70.475,70.1
2012/07/20,69.955,7630324,70.04,70.32,69.66
2012/07/23,69.34,5066237,69.57,69.9,68.94
2012/07/24,68.79,5930681,69.14,69.14,68.46
2012/07/25,70.3,8687599,69.06,70.45,69.04
2012/07/26,71.22,9457876,70.72,71.5,70.67
2012/07/27,72.26,10796160,70.59,72.43,70.51
2012/07/30,72.75,6198586,71.95,72.94,71.85
2012/07/31,72.73,6841594,72.305,72.85,72.25
2012/08/01,72.4,13038230,72.79,72.91,71.09
2012/08/02,71.8,6330257,72.11,72.26,71.45
2012/08/03,72.87,5431694,72.47,72.9,72.19
2012/08/06,72.48,4092138,72.86,72.95,72.46
2012/08/07,72.29,4924841,72.63,72.7625,72.2
2012/08/08,72.57,3521359,72.09,72.7,72.05
2012/08/09,72.14,3916606,72.42,72.5,71.96
2012/08/10,72.13,3590134,72.01,72.16,71.69
2012/08/13,71.99,3948926,71.91,72.16,71.78
2012/08/14,72.24,6920666,72.14,72.3,71.67
2012/08/15,72.62,6502086,72.01,72.6799,71.88
2012/08/16,73.58,8715434,72.44,73.61,72.4
2012/08/17,73.39,6204659,73.57,73.65,73.12
2012/08/20,73.33,3356766,73.27,73.49,72.88
2012/08/21,73.01,3917825,73.3,73.48,73
2012/08/22,72.89,4331794,72.76,73.08,72.46
2012/08/23,72.66,3832098,72.95,72.99,72.495
2012/08/24,73.06,3989852,72.66,73.26,72.58
2012/08/27,73.17,3472106,73.01,73.66,72.925
2012/08/28,73.12,4387311,73.02,73.35,72.9
2012/08/29,72.78,3770471,73.03,73.24,72.73
2012/08/30,72.18,3881239,72.51,72.58,72.08
2012/08/31,72.43,5234039,72.44,72.76,72.19
2012/09/04,72.48,4925873,72.55,72.68,71.97
2012/09/05,71.54,5277247,71.85,72.09,71.355
2012/09/06,72.15,5226334,71.86,72.34,71.82
2012/09/07,72.1,4609152,72.15,72.5,72
2012/09/10,71.84,3953237,72,72.09,71.76
2012/09/11,71.58,4270368,71.78,71.9824,71.46
2012/09/12,70.06,10485210,71.52,71.72,69.96
2012/09/13,70.88,8461140,70.27,71.07,70
2012/09/14,70.46,7448653,70.91,71.03,70.26
2012/09/17,70.39,6596565,70.44,70.855,70.22
2012/09/18,70.73,4725343,70.39,70.91,70.32
2012/09/19,70.85,4902177,70.84,71.18,70.5
2012/09/20,71.24,4790045,70.79,71.58,70.76
2012/09/21,70.55,8270587,71.5,71.5,70.47
2012/09/24,70.7,4526720,70.57,70.87,70.41
2012/09/25,70.35,5642450,70.94,71.03,70.26
2012/09/26,70.42,3758270,70.63,70.99,70.41
2012/09/27,70.64,3370032,70.48,70.84,70.28
2012/09/28,70.77,5016341,70.62,70.8,70.35
2012/10/01,70.65,4794656,70.7,71.23,70.53
2012/10/02,70.62,4100397,70.85,71.06,70.25
2012/10/03,70.7,4232316,70.78,70.96,70.49
2012/10/04,70.87,4629946,70.78,71.06,70.7
2012/10/05,71.1,5491655,71.11,71.39,70.9
2012/10/08,71.19,3023522,71,71.41,70.86
2012/10/09,71.11,4673175,71.19,71.475,71.08
2012/10/10,70.29,5150894,71.18,71.37,70.09
2012/10/11,69.82,5258034,70.75,70.84,69.82
2012/10/12,70.05,6158733,70.1,70.67,69.94
2012/10/15,70.34,4700699,70.04,70.39,69.75
2012/10/16,70.3,5802344,70.5,70.89,70.24
2012/10/17,70.1,9153133,70.23,70.93,69.95
2012/10/18,70.76,8081320,70.13,70.91,70.08
2012/10/19,69.88,9572671,70.62,70.9,69.61
2012/10/22,69.6,5820351,69.68,69.88,69.01
2012/10/23,68.52,5692829,69.17,69.26,68.36
2012/10/24,68.4,5619687,68.56,69.03,68.23
2012/10/25,68.89,4805526,68.64,69.09,68.5247
2012/10/26,68.98,5199935,69.13,69.1867,68.675
2012/10/31,69.24,5490642,69.17,69.685,68.97
2012/11/01,69.44,4421296,69.25,69.67,69.12
2012/11/02,69.05,4352341,69.69,69.77,68.93
2012/11/05,69,4759037,68.57,69.08,68.32
2012/11/06,69.35,4800218,69.03,69.605,68.76
2012/11/07,68.99,5913100,69.17,69.4,68.54
2012/11/08,68.79,5532132,68.89,69.3,68.6
2012/11/09,68.85,5598628,68.63,69.15,68.5601
2012/11/12,68.61,3906332,68.78,68.97,68.57
2012/11/13,68.58,3792021,68.72,69.17,68.51
2012/11/14,68.17,4711238,68.56,68.708,68.04
2012/11/15,68.19,4668857,68.12,68.31,67.72
2012/11/16,68.31,5178790,68.02,68.5,67.79
2012/11/19,68.78,5512081,68.57,68.8,68.16
2012/11/20,68.91,5456938,68.6,68.93,68.32
2012/11/21,69.31,4105994,68.98,69.4,68.68
2012/11/23,70.19,3427889,69.5,70.3599,69.5
2012/11/26,70,3855955,69.79,70.05,69.6025
2012/11/27,70.11,4793101,69.92,70.415,69.69
2012/11/28,70.35,4434007,69.91,70.59,69.81
2012/11/29,70.31,4274648,70.39,70.64,70.17
2012/11/30,70.21,6668587,70.31,70.35,69.74
2012/12/03,69.87,4769238,70.32,70.41,69.8
2012/12/04,69.86,3644863,69.84,70.02,69.65
2012/12/05,69.71,4839616,69.5,70.09,69.3001
2012/12/06,70.02,4086149,69.81,70.02,69.75
2012/12/07,70.26,3891277,70.06,70.27,69.85
2012/12/10,70.21,4123909,70.02,70.33,70
2012/12/11,70.42,5840858,70.21,70.89,70.09
2012/12/12,70.24,4483373,70.5,70.75,70.16
2012/12/13,70.21,4325145,70.32,70.46,70.1
2012/12/14,70.16,5068234,70.1,70.45,70.01
2012/12/17,70.37,5934247,70.26,70.58,70.1
2012/12/18,70.53,5541693,70.27,70.765,70
2012/12/19,69.88,6276397,70.55,70.65,69.85
2012/12/20,70.11,6454578,70.03,70.25,69.67
2012/12/21,69.63,8751056,69.98,70.09,69.234
2012/12/24,69.43,2071245,69.33,69.6,69.01
2012/12/26,68.84,3731341,69.41,69.43,68.58
2012/12/27,68.67,4747931,68.75,68.93,68.185
2012/12/28,68.02,3764438,68.34,68.69,68.01
2012/12/31,68.43,5899630,67.78,68.45,67.39
2013/01/02,69.33,8056616,69.18,69.48,68.64
2013/01/03,69.36,5200296,69.28,69.48,69.05
2013/01/04,69.46,4512301,69.29,69.63,69.1
2013/01/07,69.45,5658376,69.53,69.69,69.16
2013/01/08,69.66,5072511,69.25,69.7,69.25
2013/01/09,70.01,6280826,69.95,70.04,69.57
2013/01/10,70.81,6924849,70.19,70.92,70.16
2013/01/11,70.88,4669020,70.72,70.89,70.56
2013/01/14,71.29,5631611,70.89,71.42,70.77
2013/01/15,71.6,5546009,71.17,71.7385,70.87
2013/01/16,71.48,5000995,71.33,71.8,71.2598
2013/01/17,72.43,7496006,71.64,72.47,71.3
2013/01/18,72.48,7743157,72.22,72.54,72.13
2013/01/22,72.2,7042115,72.39,72.45,72.0175
2013/01/23,71.81,4811836,72.08,72.29,71.74
2013/01/24,72.23,5136392,71.91,72.38,71.91
2013/01/25,72.49,4151592,72.4,72.55,72.23
2013/01/28,72.61,3740937,72.41,72.67,72.3
2013/01/29,72.94,6654993,72.46,72.95,72.46
2013/01/30,73.21,5179558,72.87,73.46,72.84
2013/01/31,72.85,5677842,73.36,73.37,72.68
2013/02/01,72.67,5964625,73.08,73.11,72.565
2013/02/04,72.45,5449585,72.48,72.67,72.4
2013/02/05,73.15,5558625,72.63,73.16,72.63
2013/02/06,72.77,4782736,72.91,73.12,72.74
2013/02/07,72.81,4146348,72.82,73.03,72.46
2013/02/08,72.6,3721381,72.76,72.87,72.47
2013/02/11,72.36,3743992,72.5,72.64,72.2
2013/02/12,72.17,6397875,72.42,72.45,72.06
2013/02/13,71.5,12030220,72.24,72.37,70.98
2013/02/14,72.28,8160764,72.12,73.2,71.5
2013/02/15,73.68,9350090,72.49,73.72,72.47
2013/02/19,75.5,10825480,73.75,75.59,73.48
2013/02/20,75.42,7638098,75.29,75.86,75.29
2013/02/21,75.36,5645280,75.27,75.44,74.72
2013/02/22,75.57,4971264,75.42,75.58,75.14
2013/02/25,75.19,7602826,75.68,76.33,75.09
2013/02/26,75.62,6176429,75.4,75.77,74.9999
2013/02/27,75.48,4655943,75.1,75.59,74.53
2013/02/28,75.77,6009225,75.44,75.95,75.44
2013/03/01,75.93,4286138,75.55,75.95,75.37
2013/03/04,76.6,5561460,75.78,76.62,75.54
2013/03/05,76.9,7424747,76.84,77.07,76.49
2013/03/06,76.8,3940573,77,77.09,76.62
2013/03/07,77.14,4461854,76.76,77.17,76.67
2013/03/08,77.2,4297163,77.16,77.41,76.647
2013/03/11,76.85,4023087,77.12,77.39,76.79
2013/03/12,76.89,4608407,76.83,77.18,76.69
2013/03/13,76.95,3544141,76.89,77.1,76.65
2013/03/14,77.19,4153774,77.06,77.22,76.86
2013/03/15,77.04,6621394,76.85,77.15,76.7
2013/03/18,76.68,4176810,76.66,76.99,76.6
2013/03/19,76.67,5040139,76.78,76.95,76.5
2013/03/20,76.32,7579799,76.95,77.07,76.07
2013/03/21,76.15,3998146,76.29,76.75,76
2013/03/22,78.64,14213580,76.74,79.27,76.66
2013/03/25,77.83,6873712,78.61,78.64,77.6
2013/03/26,78.92,5185165,77.9,78.94,77.79
2013/03/27,78.29,3601788,78.5,78.65,77.91
2013/03/28,79.11,5338019,78.5,79.13,78.07
2013/04/01,79.1,3639312,78.76,79.23,78.76
2013/04/02,79.74,4033949,79.35,79.88,79.27
2013/04/03,78.96,3895251,79.87,79.88,78.8
2013/04/04,79.53,5299101,78.3,79.57,78.3
2013/04/05,78.59,4244556,78.95,79.08,78.4
2013/04/08,79.5,3703574,78.565,79.51,78.25
2013/04/09,79.21,3921868,79.6,79.72,79.155
2013/04/10,80.06,3540142,79.43,80.095,79.26
2013/04/11,79.96,5389990,80.03,80.48,79.8
2013/04/12,79.99,5539967,78.93,80.035,78.74
2013/04/15,78.92,5357042,79.53,80.02,78.91
2013/04/16,80,5149230,79.23,80.03,79.09
2013/04/17,78.85,7532205,79.74,80.15,78.77
2013/04/18,81.25,18893860,80.21,83.45,80.11
2013/04/19,82.77,8368326,82.01,83.27,81.87
2013/04/22,83.38,6664706,82.29,83.63,82.05
2013/04/23,84.1,6670802,83.67,84.32,83.5
2013/04/24,82.34,6398269,84.06,84.29,82.22
2013/04/25,82.82,5602790,82.41,83.09,82.18
2013/04/26,82.51,3075921,82.71,82.99,82.3
2013/04/29,82.65,2850226,82.51,82.915,82.42
2013/04/30,82.47,4117996,82.41,82.645,82.02
2013/05/01,82.21,3532069,82.36,82.835,82.08
2013/05/02,82.56,2726949,82.14,82.93,82.08
2013/05/03,82.83,4777198,82.96,83.25,82.46
2013/05/06,82.5,3032060,82.7,82.7,82.22
2013/05/07,83.34,3706774,82.59,83.34,82.37
2013/05/08,83.25,4110645,83.3,83.65,82.81
2013/05/09,82.85,3711864,83.35,83.58,82.6
2013/05/10,83,3161863,82.98,83.255,82.58
2013/05/13,83.03,3010508,82.72,83.35,82.52
2013/05/14,83.5,4544892,83.06,83.52,82.92
2013/05/15,84.25,4090123,83.38,84.45,83.24
2013/05/16,83.74,4496227,84.04,84.78,83.67
2013/05/17,83.8,4506752,83.91,84.04,83.11
2013/05/20,82.59,3958151,83.79,83.84,82.47
2013/05/21,82.63,3984661,82.63,82.925,82.12
2013/05/22,82.97,5241802,82.59,84.27,82.58
2013/05/23,82.12,4653996,82.3,82.73,81.51
2013/05/24,82.58,3579493,81.81,82.78,81.55
2013/05/28,82.43,4052797,83.09,83.482,82.17
2013/05/29,81.12,4346002,82.23,82.23,80.92
2013/05/30,81.22,4959796,81.14,81.49,80.7
2013/05/31,80.77,7815798,81.02,81.61,80.72
2013/06/03,81.4,5758858,80.67,81.49,79.73
2013/06/04,81.63,4542984,81.65,82.06,81.02
2013/06/05,81.2,6998124,80.89,81.525,80.72
2013/06/06,81.66,6031676,81.19,81.66,80.71
2013/06/07,82.51,6447739,81.98,82.51,81.49
2013/06/10,82.85,5036518,82.6,83.06,82.1045
2013/06/11,82.53,6504908,82.38,82.81,81.82
2013/06/12,82.11,4277783,82.81,83.19,82.04
2013/06/13,81.98,5390515,82.06,82.24,81.25
2013/06/14,82.13,4034293,82,83,81.99
2013/06/17,82.55,4656277,82.59,82.93,82.085
2013/06/18,82.57,3355859,82.37,82.69,82
2013/06/19,80.89,5486986,82.26,82.67,80.89
2013/06/20,78.91,6940127,80.48,80.88,78.765
2013/06/21,80.13,9416810,79.56,80.42,79.22
2013/06/24,80.13,6787341,78.68,80.75,78.2
2013/06/25,80.04,5930320,80.42,80.55,79.67
2013/06/26,81.3,4519191,80.62,81.57,80.62
2013/06/27,81.74,4464628,81.77,82.5425,81.52
2013/06/28,81.79,6001777,81.97,82.27,81.6
2013/07/01,82.04,3804856,81.96,82.5,81.76
2013/07/02,81.68,5056144,81.94,82.23,81.32
2013/07/03,80.73,3866203,81.44,81.44,80.32
2013/07/05,80.8,3343334,81.1,81.28,80.29
2013/07/08,81.78,3751546,81.32,81.84,81.07
2013/07/09,82.77,3838592,82.21,82.87,81.96
2013/07/10,82.99,5654259,82.77,83.42,82.67
2013/07/11,84.55,4751096,83.65,84.63,83.65
2013/07/12,84.32,4349946,84.05,84.52,83.84
2013/07/15,84.72,4222156,84.43,84.92,84.33
2013/07/16,84.02,4480747,83.93,84.3,83.31
2013/07/17,85.24,7277801,84.05,85.51,83.93
2013/07/18,86.8,9202364,85.33,87.06,85.3
2013/07/19,86.41,6147266,86.34,86.84,85.87
2013/07/22,86.4,4781189,86.19,86.94,86.03
2013/07/23,86.2,6320960,86.37,86.43,85.97
2013/07/24,85.64,5939787,86.7,86.7,85.64
2013/07/25,85.55,5084973,85.64,85.8,85.28
2013/07/26,85.31,4190333,84.85,85.34,84.36
2013/07/29,85.25,3406312,85.26,85.6,84.96
2013/07/30,85.11,4354748,85.57,85.99,85.11
2013/07/31,83.54,8016515,85.29,85.66,83.43
2013/08/01,84.2,5791338,84.04,84.4,83.87
2013/08/02,84.29,4426376,84,84.34,83.401
2013/08/05,84.48,3590210,84.34,84.64,83.77
2013/08/06,85.05,3837769,84.44,85.43,84.12
2013/08/07,84.76,3832553,84.93,84.99,84.365
2013/08/08,84.68,2707864,84.98,85.09,84.44
2013/08/09,84.34,3753864,84.68,84.77,84.18
